host_time,esp_ms,rssi,comm,A_sp_rpm,A_pv_rpm,A_sp_rad,A_pv_rad,A_err_rpm,A_ff,A_pid,A_pwm,A_mode,B_sp_rpm,B_pv_rpm,B_sp_rad,B_pv_rad,B_err_rpm,B_ff,B_pid,B_pwm,B_mode
2026-08-26T13:20:02.615,103231,-37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STOP
2026-08-26T13:20:02.615,103331,-35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STOP
2026-08-26T13:20:02.687,103431,-35,1,-38.197,0.0,-4.0,0.0,-38.197,-157.3,0.0,-155.0,START,-38.197,0.0,-4.0,0.0,-38.197,-157.3,0.0,-155.0,START
2026-08-26T13:20:02.790,103531,-40,1,-38.197,-5.0,-4.0,-0.524,-33.197,-157.3,0.0,-155.0,START,-38.197,-6.667,-4.0,-0.698,-31.531,-157.3,0.0,-155.0,START
2026-08-26T13:20:02.885,103631,-36,1,-38.197,-10.0,-4.0,-1.047,-28.197,-157.3,-14.1,-171.4,RUN,-38.197,-15.0,-4.0,-1.571,-23.197,-157.3,-11.6,-168.9,RUN
2026-08-26T13:20:02.990,103731,-37,1,-38.197,-25.0,-4.0,-2.618,-13.197,-157.3,-7.2,-164.4,RUN,-38.197,-16.667,-4.0,-1.745,-21.531,-157.3,-11.2,-168.5,RUN
2026-08-26T13:20:03.086,103831,-38,1,-38.197,-36.667,-4.0,-3.84,-1.531,-157.3,-1.6,-158.9,RUN,-38.197,-25.0,-4.0,-2.618,-13.197,-157.3,-7.5,-164.8,RUN
2026-08-26T13:20:03.185,103931,-38,1,-38.197,-38.333,-4.0,-4.014,0.136,-157.3,-0.8,-158.1,RUN,-38.197,-33.333,-4.0,-3.491,-4.864,-157.3,-3.6,-160.9,RUN
2026-08-26T13:20:03.284,104031,-36,1,-38.197,-46.667,-4.0,-4.887,8.469,-157.3,3.4,-153.9,RUN,-38.197,-36.667,-4.0,-3.84,-1.531,-157.3,-2.0,-159.3,RUN
2026-08-26T13:20:03.389,104131,-34,1,-38.197,-50.0,-4.0,-5.236,11.803,-157.3,5.2,-152.0,RUN,-38.197,-38.333,-4.0,-4.014,0.136,-157.3,-1.2,-158.5,RUN
2026-08-26T13:20:03.484,104231,-34,1,-38.197,-56.667,-4.0,-5.934,18.469,-157.3,8.8,-148.5,RUN,-38.197,-43.333,-4.0,-4.538,5.136,-157.3,1.3,-156.0,RUN
2026-08-26T13:20:03.590,104331,-36,1,-38.197,-65.0,-4.0,-6.807,26.803,-157.3,13.3,-143.9,RUN,-38.197,-45.0,-4.0,-4.712,6.803,-157.3,2.2,-155.0,RUN
2026-08-26T13:20:03.685,104431,-35,1,-38.197,-65.0,-4.0,-6.807,26.803,-157.3,13.9,-143.4,RUN,-38.197,-48.333,-4.0,-5.061,10.136,-157.3,4.0,-153.2,RUN
2026-08-26T13:20:03.790,104531,-39,1,-38.197,-70.0,-4.0,-7.33,31.803,-157.3,16.9,-140.4,RUN,-38.197,-51.667,-4.0,-5.411,13.469,-157.3,5.9,-151.4,RUN
2026-08-26T13:20:03.886,104631,-38,1,-38.197,-68.333,-4.0,-7.156,30.136,-157.3,16.7,-140.6,RUN,-38.197,-56.667,-4.0,-5.934,18.469,-157.3,8.7,-148.6,RUN
