host_time,esp_ms,rssi,comm,A_sp_rpm,A_pv_rpm,A_sp_rad,A_pv_rad,A_err_rpm,A_ff,A_pid,A_pwm,A_mode,B_sp_rpm,B_pv_rpm,B_sp_rad,B_pv_rad,B_err_rpm,B_ff,B_pid,B_pwm,B_mode
2026-08-26T13:19:43.288,84031,-45,1,38.197,0.0,4.0,0.0,38.197,0.0,0.0,0.0,START,38.197,0.0,4.0,0.0,38.197,0.0,0.0,0.0,START
2026-08-26T13:19:43.384,84131,-49,1,38.197,0.0,4.0,0.0,38.197,155.1,0.0,155.0,START,38.197,0.0,4.0,0.0,38.197,155.1,0.0,155.0,START
2026-08-26T13:19:43.486,84231,-48,1,38.197,13.333,4.0,1.396,24.864,155.1,12.4,167.6,RUN,38.197,10.0,4.0,1.047,28.197,155.1,14.1,169.2,RUN
2026-08-26T13:19:43.584,84331,-50,1,38.197,31.667,4.0,3.316,6.531,155.1,3.8,158.9,RUN,38.197,18.333,4.0,1.92,19.864,155.1,10.5,165.6,RUN
2026-08-26T13:19:43.684,84431,-50,1,38.197,29.703,4.0,3.11,8.494,155.1,4.9,160.0,RUN,38.197,11.551,4.0,1.21,26.646,155.1,14.3,169.4,RUN
2026-08-26T13:19:43.787,84531,-46,1,38.197,36.667,4.0,3.84,1.531,155.1,1.6,156.7,RUN,38.197,21.667,4.0,2.269,16.531,155.1,9.8,164.9,RUN
2026-08-26T13:19:43.890,84631,-46,1,38.197,41.667,4.0,4.363,-3.469,155.1,-0.9,154.2,RUN,38.197,26.667,4.0,2.793,11.531,155.1,7.6,162.7,RUN
2026-08-26T13:19:43.992,84731,-48,1,38.197,48.333,4.0,5.061,-10.136,155.1,-4.3,150.8,RUN,38.197,30.0,4.0,3.142,8.197,155.1,6.2,161.3,RUN
2026-08-26T13:19:44.094,84831,-46,1,38.197,50.0,4.0,5.236,-11.803,155.1,-5.3,149.8,RUN,38.197,38.333,4.0,4.014,-0.136,155.1,2.2,157.3,RUN
2026-08-26T13:19:44.186,84931,-43,1,38.197,51.667,4.0,5.411,-13.469,155.1,-6.4,148.7,RUN,38.197,41.667,4.0,4.363,-3.469,155.1,0.5,155.6,RUN
2026-08-26T13:19:44.284,85031,-50,1,38.197,53.333,4.0,5.585,-15.136,155.1,-7.5,147.6,RUN,38.197,45.0,4.0,4.712,-6.803,155.1,-1.3,153.9,RUN
2026-08-26T13:19:44.384,85131,-51,1,38.197,58.333,4.0,6.109,-20.136,155.1,-10.3,144.8,RUN,38.197,48.333,4.0,5.061,-10.136,155.1,-3.1,152.1,RUN
2026-08-26T13:19:44.486,85231,-42,1,38.197,60.0,4.0,6.283,-21.803,155.1,-11.6,143.6,RUN,38.197,50.0,4.0,5.236,-11.803,155.1,-4.1,151.1,RUN
2026-08-26T13:19:44.586,85331,-42,1,38.197,61.667,4.0,6.458,-23.469,155.1,-12.8,142.3,RUN,38.197,53.333,4.0,5.585,-15.136,155.1,-6.0,149.1,RUN
2026-08-26T13:19:44.685,85431,-39,1,38.197,61.667,4.0,6.458,-23.469,155.1,-13.3,141.8,RUN,38.197,51.667,4.0,5.411,-13.469,155.1,-5.5,149.7,RUN
2026-08-26T13:19:44.784,85531,-42,1,38.197,63.333,4.0,6.632,-25.136,155.1,-14.6,140.5,RUN,38.197,53.333,4.0,5.585,-15.136,155.1,-6.6,148.6,RUN
2026-08-26T13:19:44.885,85631,-42,1,38.197,60.0,4.0,6.283,-21.803,155.1,-13.4,141.7,RUN,38.197,55.0,4.0,5.76,-16.803,155.1,-7.7,147.4,RUN
2026-08-26T13:19:44.986,85731,-43,1,38.197,63.333,4.0,6.632,-25.136,155.1,-15.5,139.6,RUN,38.197,48.333,4.0,5.061,-10.136,155.1,-4.7,150.4,RUN
2026-08-26T13:19:45.084,85831,-44,1,38.197,68.333,4.0,7.156,-30.136,155.1,-18.5,136.6,RUN,38.197,53.333,4.0,5.585,-15.136,155.1,-7.4,147.7,RUN
2026-08-26T13:19:45.185,85931,-48,1,38.197,65.0,4.0,6.807,-26.803,155.1,-17.5,137.7,RUN,38.197,53.333,4.0,5.585,-15.136,155.1,-7.7,147.4,RUN
2026-08-26T13:19:45.287,86031,-46,1,38.197,65.0,4.0,6.807,-26.803,155.1,-18.0,137.1,RUN,38.197,53.333,4.0,5.585,-15.136,155.1,-8.0,147.1,RUN
2026-08-26T13:19:45.386,86131,-44,1,38.197,66.667,4.0,6.981,-28.469,155.1,-19.4,135.8,RUN,38.197,56.667,4.0,5.934,-18.469,155.1,-10.0,145.2,RUN
2026-08-26T13:19:45.486,86231,-49,1,38.197,65.0,4.0,6.807,-26.803,155.1,-19.1,136.0,RUN,38.197,56.667,4.0,5.934,-18.469,155.1,-10.3,144.8,RUN
2026-08-26T13:19:45.586,86331,-48,1,38.197,63.333,4.0,6.632,-25.136,155.1,-18.8,136.3,RUN,38.197,56.667,4.0,5.934,-18.469,155.1,-10.7,144.4,RUN
2026-08-26T13:19:45.690,86431,-46,1,38.197,61.667,4.0,6.458,-23.469,155.1,-18.5,136.7,RUN,38.197,56.667,4.0,5.934,-18.469,155.1,-11.1,144.1,RUN
2026-08-26T13:19:45.787,86531,-48,1,38.197,61.667,4.0,6.458,-23.469,155.1,-19.0,136.2,RUN,38.197,55.0,4.0,5.76,-16.803,155.1,-10.6,144.5,RUN
2026-08-26T13:19:45.888,86631,-42,1,38.197,63.333,4.0,6.632,-25.136,155.1,-20.3,134.9,RUN,38.197,56.667,4.0,5.934,-18.469,155.1,-11.8,143.3,RUN
2026-08-26T13:19:45.986,86731,-41,1,38.197,63.333,4.0,6.632,-25.136,155.1,-20.8,134.4,RUN,38.197,58.333,4.0,6.109,-20.136,155.1,-13.0,142.1,RUN
2026-08-26T13:19:46.088,86831,-44,1,38.197,60.0,4.0,6.283,-21.803,155.1,-19.6,135.5,RUN,38.197,55.0,4.0,5.76,-16.803,155.1,-11.7,143.4,RUN
2026-08-26T13:19:46.187,86931,-46,1,38.197,63.333,4.0,6.632,-25.136,155.1,-21.7,133.4,RUN,38.197,53.333,4.0,5.585,-15.136,155.1,-11.2,143.9,RUN
2026-08-26T13:19:46.285,87031,-44,1,38.197,65.0,4.0,6.807,-26.803,155.1,-23.0,132.1,RUN,38.197,55.0,4.0,5.76,-16.803,155.1,-12.4,142.8,RUN
2026-08-26T13:19:46.387,87131,-47,1,38.197,61.667,4.0,6.458,-23.469,155.1,-21.9,133.2,RUN,38.197,56.667,4.0,5.934,-18.469,155.1,-13.5,141.6,RUN
2026-08-26T13:19:46.485,87231,-46,1,38.197,61.667,4.0,6.458,-23.469,155.1,-22.4,132.8,RUN,38.197,55.0,4.0,5.76,-16.803,155.1,-13.1,142.1,RUN
2026-08-26T13:19:46.590,87331,-40,1,38.197,63.333,4.0,6.632,-25.136,155.1,-23.7,131.5,RUN,38.197,55.0,4.0,5.76,-16.803,155.1,-13.4,141.7,RUN
2026-08-26T13:19:46.685,87431,-46,1,38.197,65.0,4.0,6.807,-26.803,155.1,-25.0,130.1,RUN,38.197,56.667,4.0,5.934,-18.469,155.1,-14.6,140.6,RUN
2026-08-26T13:19:46.787,87531,-53,1,38.197,60.0,4.0,6.283,-21.803,155.1,-23.1,132.1,RUN,38.197,55.0,4.0,5.76,-16.803,155.1,-14.1,141.0,RUN
2026-08-26T13:19:46.886,87631,-51,1,38.197,60.0,4.0,6.283,-21.803,155.1,-23.5,131.7,RUN,38.197,51.667,4.0,5.411,-13.469,155.1,-12.8,142.4,RUN
2026-08-26T13:19:46.997,87731,-52,1,38.197,63.333,4.0,6.632,-25.136,155.1,-25.6,129.6,RUN,38.197,53.333,4.0,5.585,-15.136,155.1,-13.9,141.2,RUN
2026-08-26T13:19:47.084,87831,-52,1,38.197,63.333,4.0,6.632,-25.136,155.1,-26.1,129.0,RUN,38.197,53.333,4.0,5.585,-15.136,155.1,-14.2,140.9,RUN
2026-08-26T13:19:47.187,87931,-46,1,38.197,65.0,4.0,6.807,-26.803,155.1,-27.4,127.7,RUN,38.197,56.667,4.0,5.934,-18.469,155.1,-16.2,139.0,RUN
2026-08-26T13:19:47.284,88031,-47,1,38.197,65.0,4.0,6.807,-26.803,155.1,-28.0,127.2,RUN,38.197,56.667,4.0,5.934,-18.469,155.1,-16.5,138.6,RUN
2026-08-26T13:19:47.386,88131,-42,1,38.197,63.333,4.0,6.632,-25.136,155.1,-27.7,127.5,RUN,38.197,53.333,4.0,5.585,-15.136,155.1,-15.2,139.9,RUN
2026-08-26T13:19:47.488,88231,-46,1,38.197,60.0,4.0,6.283,-21.803,155.1,-26.5,128.6,RUN,38.197,51.667,4.0,5.411,-13.469,155.1,-14.7,140.4,RUN
