host_time,esp_ms,rssi,comm,A_sp_rpm,A_pv_rpm,A_sp_rad,A_pv_rad,A_err_rpm,A_ff,A_pid,A_pwm,A_mode,B_sp_rpm,B_pv_rpm,B_sp_rad,B_pv_rad,B_err_rpm,B_ff,B_pid,B_pwm,B_mode
2026-08-26T13:28:05.376,49158,-43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STOP
2026-08-26T13:28:05.448,49258,-39,1,-38.197,0.0,-4.0,0.0,-38.197,-157.3,0.0,-155.0,START,-38.197,0.0,-4.0,0.0,-38.197,-157.3,0.0,-155.0,START
2026-08-26T13:28:05.544,49358,-41,1,-38.197,-6.667,-4.0,-0.698,-31.531,-157.3,0.0,-155.0,START,-38.197,-5.0,-4.0,-0.524,-33.197,-157.3,0.0,-155.0,START
2026-08-26T13:28:05.645,49458,-44,1,-38.197,-16.667,-4.0,-1.745,-21.531,-157.3,-32.3,-189.6,RUN,-38.197,-11.667,-4.0,-1.222,-26.531,-157.3,-39.8,-197.1,RUN
2026-08-26T13:28:05.748,49558,-43,1,-38.197,-31.667,-4.0,-3.316,-6.531,-157.3,-11.9,-169.2,RUN,-38.197,-25.0,-4.0,-2.618,-13.197,-157.3,-22.4,-179.7,RUN
2026-08-26T13:28:05.855,49658,-38,1,-38.197,-45.0,-4.0,-4.712,6.803,-157.3,7.4,-149.9,RUN,-38.197,-33.333,-4.0,-3.491,-4.864,-157.3,-11.3,-168.5,RUN
2026-08-26T13:28:05.945,49758,-37,1,-38.197,-50.0,-4.0,-5.236,11.803,-157.3,15.6,-141.7,RUN,-38.197,-45.0,-4.0,-4.712,6.803,-157.3,5.7,-151.5,RUN
2026-08-26T13:28:06.047,49858,-35,1,-38.197,-50.0,-4.0,-5.236,11.803,-157.3,16.8,-140.5,RUN,-38.197,-50.0,-4.0,-5.236,11.803,-157.3,13.9,-143.3,RUN
2026-08-26T13:28:06.145,49958,-34,1,-38.197,-56.667,-4.0,-5.934,18.469,-157.3,27.9,-129.3,RUN,-38.197,-53.333,-4.0,-5.585,15.136,-157.3,20.1,-137.2,RUN
2026-08-26T13:28:06.249,50058,-44,1,-38.197,-60.0,-4.0,-6.283,21.803,-157.3,34.8,-122.5,RUN,-38.197,-56.667,-4.0,-5.934,18.469,-157.3,26.6,-130.6,RUN
2026-08-26T13:28:06.345,50158,-37,1,-38.197,-60.0,-4.0,-6.283,21.803,-157.3,37.0,-120.3,RUN,-38.197,-56.667,-4.0,-5.934,18.469,-157.3,28.5,-128.8,RUN
2026-08-26T13:28:06.450,50258,-41,1,-38.197,-63.333,-4.0,-6.632,25.136,-157.3,44.1,-113.1,RUN,-38.197,-58.333,-4.0,-6.109,20.136,-157.3,32.8,-124.5,RUN
2026-08-26T13:28:06.547,50358,-43,1,-38.197,-60.0,-4.0,-6.283,21.803,-157.3,41.7,-115.6,RUN,-38.197,-55.0,-4.0,-5.76,16.803,-157.3,29.8,-127.4,RUN
2026-08-26T13:28:06.651,50458,-45,1,-38.197,-63.333,-4.0,-6.632,25.136,-157.3,48.8,-108.4,RUN,-38.197,-60.0,-4.0,-6.283,21.803,-157.3,39.0,-118.3,RUN
2026-08-26T13:28:06.744,50558,-45,1,-38.197,-60.0,-4.0,-6.283,21.803,-157.3,46.4,-110.9,RUN,-38.197,-58.333,-4.0,-6.109,20.136,-157.3,38.7,-118.6,RUN
2026-08-26T13:28:06.853,50658,-47,1,-38.197,-60.0,-4.0,-6.283,21.803,-157.3,48.5,-108.7,RUN,-38.197,-56.667,-4.0,-5.934,18.469,-157.3,38.2,-119.1,RUN
